% 1. Title: SCIAA Classifying printed and Handwritten text
% 
% 2. Sources:
% (a) Creator: Akhil Katpally
% (b) Donor: SCIAA 
% (c) Date: May, 2016
% 
@RELATION SCIAA
@ATTRIBUTE VerticalProjectionVariance  	NUMERIC
@ATTRIBUTE MajorHorizontalProjectionDifference   	NUMERIC
@ATTRIBUTE MajorVerticalEdge  	NUMERIC
@ATTRIBUTE pixelDistribution   NUMERIC
@ATTRIBUTE VerticalEdge   NUMERIC
@ATTRIBUTE Density   NUMERIC
@ATTRIBUTE DeviationWidth   NUMERIC
@ATTRIBUTE DeviationHeight   NUMERIC
@ATTRIBUTE DeviationArea   NUMERIC
@ATTRIBUTE class        {Printed, Handwritten}
@DATA
10670482.16,28050,210.48,30.96,63.49,116.22,19.75,3.80,2117.68,Printed
13761995.83,13260,210.48,28.75,61.67,115.89,144.25,3.80,12449.68,Printed
13065650.18,38760,230.71,27.88,55.28,109.66,111.75,3.80,3678.32,Printed
15176567.93,31110,200.36,26.03,66.66,128.56,108.25,10.80,11385.68,Printed
16683227.58,42330,215.43,17.98,74.07,129.08,137.75,8.80,3226.32,Printed
13547168.29,20400,246.21,3.28,77.45,137.97,2.25,8.80,4893.68,Printed
27382907.64,12240,226.21,13.11,36.32,99.70,180.25,4.80,14817.68,Printed
12008893.12,25500,209.76,7.59,58.31,106.28,71.75,4.80,806.32,Printed
12066475.82,11730,201.53,7.07,58.67,119.22,122.25,4.80,11221.68,Printed
12456049.84,83130,202.38,21.59,57.67,113.10,285.75,3.80,14640.32,Printed
20536758.75,4080,200.36,14.62,56.48,128.97,218.25,10.80,17545.68,Printed
20231562.48,55080,234.44,14.65,73.37,127.93,233.75,4.80,10850.32,Printed
16770799.04,7650,225.25,11.49,75.63,131.93,138.25,6.80,12497.68,Printed
15958406.25,24480,226.21,2.00,67.15,120.04,83.75,4.80,1550.32,Printed
23119510.17,5100,222.10,10.52,36.19,89.11,220.25,4.80,17297.68,Printed
12034980.76,15810,220.23,35.96,52.07,107.59,31.75,0.80,425.68,Printed
13733626.45,58140,211.17,13.83,57.01,102.92,289.75,2.80,15462.32,Printed
9864230.19,35700,187.27,8.56,55.89,95.90,71.75,2.80,1510.32,Printed
22486892.01,31110,196.63,10.69,48.95,96.31,195.75,16.20,18490.32,Printed
34504383.37,19380,213.04,1.54,48.57,107.43,23.75,12.20,2998.32,Printed
9216320.15,11220,131.48,24.78,63.13,103.04,222.25,2.80,17305.68,Printed
14671569.90,21420,207.19,11.79,55.86,111.74,73.75,2.80,1638.32,Printed
12983883.69,36210,203.20,18.17,56.08,100.38,61.75,2.80,870.32,Printed
14452931.84,15300,213.87,29.00,56.75,122.04,146.25,4.80,12709.68,Printed
20211040.12,74460,189.10,41.07,42.78,84.87,833.75,22.20,78128.32,Printed
28269522.97,64260,213.04,5.65,50.05,111.84,201.75,12.20,17060.32,Printed
13973101.02,6120,153.81,13.95,57.07,99.57,220.25,3.80,17237.68,Printed
13727050.10,17340,189.19,15.77,53.31,104.85,27.75,4.80,1921.68,Printed
17119432.54,14280,218.57,12.87,53.48,113.57,110.25,3.80,10307.68,Printed
10178304.97,22950,185.08,33.76,59.29,118.27,116.25,4.80,10849.68,Printed
21183129.39,31620,226.27,6.81,55.94,105.32,53.75,4.20,2696.32,Printed
9168451.53,4080,183.75,70.83,56.38,88.00,220.25,1.20,16937.68,Printed
17360184.13,15300,216.36,7.39,60.53,109.42,118.25,0.80,10325.68,Printed
13194506.72,54570,180.63,52.27,53.35,101.13,65.75,5.20,3894.32,Printed
27990240.49,59160,241.75,9.55,50.92,108.73,301.75,10.20,23796.32,Printed
11729639.39,33660,232.23,17.71,67.45,117.66,56.25,10.80,8473.68,Printed
16186233.82,14280,152.38,19.09,51.25,94.37,118.25,15.20,7733.68,Printed
14541347.97,34680,212.50,14.02,68.68,119.06,0.25,6.80,4217.68,Printed
32008069.76,55590,199.31,13.43,42.53,98.07,353.75,20.20,34140.32,Printed
15472243.17,33150,184.66,24.99,64.84,135.84,106.25,8.80,10925.68,Printed
19427570.96,42330,234.44,11.41,67.79,140.56,17.75,4.80,2541.68,Printed
9847583.85,42840,170.00,20.24,52.70,102.67,109.75,0.80,4722.32,Printed
8715946.28,4590,119.27,13.40,46.02,95.31,222.25,4.80,17421.68,Printed
12173402.99,15300,193.94,37.89,55.04,103.61,70.25,4.20,6107.68,Printed
14155879.01,15300,194.29,34.02,58.78,117.32,146.25,3.80,12575.68,Printed
13054904.24,60690,209.02,16.52,56.79,113.33,97.75,5.80,2040.32,Printed
20260140.24,32130,212.50,5.43,59.37,111.15,5.75,0.80,2141.68,Printed
12442985.93,4080,183.28,40.38,57.20,106.42,218.25,2.80,17049.68,Printed
15514275.37,19380,225.25,26.75,65.81,119.75,76.25,6.80,8777.68,Printed
11971175.90,16830,201.53,25.40,52.41,100.97,62.25,4.80,7501.68,Printed
8768789.83,20910,204.91,18.45,72.08,124.11,22.25,10.80,6569.68,Printed
31763316.82,66300,244.66,4.00,47.74,103.24,503.75,7.20,36998.32,Printed
9418855.35,3570,127.50,13.49,58.80,92.92,226.25,4.80,17669.68,Printed
10825484.35,35700,255.00,3.73,55.39,123.86,21.75,8.80,3501.68,Printed
10681826.39,28050,220.67,38.19,69.26,133.18,123.75,14.80,9.68,Printed
8975151.77,27540,196.15,17.80,64.37,126.17,58.25,14.80,9473.68,Printed
23998722.25,56100,220.79,40.09,45.72,87.90,745.75,15.20,63114.32,Printed
30298101.53,24480,240.43,10.07,53.18,107.06,27.75,3.20,542.32,Printed
16993317.57,18870,229.50,14.47,64.22,114.71,63.75,3.20,3062.32,Printed
16831262.03,6630,177.73,31.04,72.38,118.74,220.25,0.80,17057.68,Printed
11814302.54,39780,189.19,8.91,59.69,116.13,57.75,4.80,61.68,Printed
9411207.91,6630,176.18,42.56,68.41,116.88,194.25,11.80,16287.68,Printed
8827672.47,26520,207.78,18.24,65.47,129.54,15.75,12.80,5033.68,Printed
10003618.67,66300,176.85,7.98,56.19,113.06,127.75,4.80,4278.32,Printed
11372761.37,30090,191.25,14.28,58.16,115.58,34.25,10.80,7241.68,Printed
7864621.08,31110,198.90,6.14,69.14,131.91,14.25,16.80,7717.68,Printed
10853326.90,33660,154.34,41.60,49.94,93.99,43.75,9.20,3606.32,Printed
29145634.61,17850,229.81,26.25,55.45,118.45,29.75,14.20,4092.32,Printed
10768727.80,6120,181.59,17.00,71.86,106.38,220.25,0.80,17057.68,Printed
32615992.47,47940,198.66,20.99,39.74,78.90,199.75,19.20,20262.32,Printed
13869450.00,24480,219.14,7.81,59.56,106.72,111.75,2.80,4070.32,Printed
46955185.92,17850,226.67,2.45,53.31,135.99,158.25,14.20,11135.68,Printed
27310797.53,8670,195.91,10.15,48.70,95.41,186.25,15.20,13309.68,Printed
28338820.93,12750,187.89,13.65,52.19,103.84,50.25,28.20,832.32,Printed
15088505.34,31620,226.21,8.37,55.84,113.27,67.75,4.80,558.32,Printed
12236985.79,27030,227.11,19.62,55.85,107.44,109.75,2.80,3942.32,Printed
19295665.98,8160,209.76,13.88,58.63,117.51,182.25,4.80,14941.68,Printed
10454164.21,27030,195.50,18.02,62.87,109.08,19.75,6.80,3017.68,Printed
10032800.45,60180,198.75,30.43,56.00,100.88,145.75,1.20,7950.32,Printed
28131935.61,48960,227.01,13.92,51.77,102.19,407.75,15.20,35398.32,Printed
19824436.67,17340,182.59,2.28,50.22,94.39,64.25,14.20,3521.68,Printed
22711382.62,28050,205.84,35.76,55.27,104.51,62.25,16.20,2923.68,Printed
24898243.27,15810,208.64,19.96,43.81,89.17,180.25,0.80,14417.68,Printed
13880014.53,17850,255.00,1.78,49.24,98.49,46.25,2.80,6041.68,Printed
10725820.84,33150,236.79,53.52,56.51,111.90,61.75,10.80,1865.68,Printed
18823522.52,15300,255.00,7.61,57.00,124.00,146.25,4.80,12709.68,Printed
15140133.60,26520,239.78,24.69,49.77,100.11,16.25,0.20,3329.68,Printed
11850817.94,50490,197.05,36.14,52.81,105.92,27.75,0.80,689.68,Printed
13275160.39,36720,217.50,25.50,57.21,101.46,189.75,1.20,10942.32,Printed
11010041.95,13770,175.57,21.11,59.62,116.75,196.25,5.80,15893.68,Printed
15455837.69,14790,229.92,0.34,50.95,118.29,152.25,5.80,13209.68,Printed
11054892.17,28560,183.28,17.25,54.45,111.76,116.25,2.80,10521.68,Printed
13412068.58,38760,177.39,11.41,50.77,102.01,17.75,2.20,455.68,Printed
11358765.67,8160,205.11,35.77,73.21,154.89,212.25,20.80,17889.68,Printed
19162280.61,40800,255.00,39.91,48.75,95.08,97.75,1.20,4686.32,Printed
21954057.89,9180,222.21,8.87,52.95,110.24,142.25,3.20,11357.68,Printed
9642678.56,25500,206.64,38.17,61.20,121.22,65.75,8.80,949.68,Printed
10747102.06,15300,205.65,33.77,53.62,114.30,70.25,4.80,7997.68,Printed
18356395.63,44370,251.25,22.54,50.17,101.31,479.75,1.20,30662.32,Printed
14810394.87,50490,208.96,70.30,43.66,87.44,315.75,5.20,21894.32,Printed
15698421.46,19890,234.44,43.95,50.14,110.61,55.75,4.80,185.68,Printed
11193863.27,5610,236.79,12.98,63.81,140.37,180.25,24.80,16817.68,Printed
17382116.59,10200,206.25,35.42,52.16,107.73,148.25,1.20,12041.68,Printed
17004491.16,26520,246.77,20.01,50.25,109.68,64.25,4.80,7625.68,Printed
6830650.75,11730,193.61,53.82,70.28,97.78,212.25,12.80,17345.68,Printed
15873020.73,42330,225.25,23.20,70.74,127.70,51.75,6.80,1097.68,Printed
17966252.13,59670,187.22,14.84,54.47,92.93,265.75,12.20,22116.32,Printed
20010962.55,11730,204.00,9.71,55.92,100.06,168.25,8.20,12617.68,Printed
13875963.43,5100,187.00,41.82,72.08,146.88,230.25,6.80,18017.68,Printed
28120121.02,17340,224.40,11.37,52.09,121.58,24.25,8.20,1817.68,Printed
17911814.72,29070,177.83,3.32,55.29,109.19,65.75,9.20,5278.32,Printed
8677999.11,4080,200.36,25.68,64.18,99.89,216.25,10.80,17433.68,Printed
19009250.80,50490,246.50,2.54,69.40,135.75,201.75,6.80,7902.32,Printed
15429142.23,17340,201.53,8.94,71.24,135.34,68.25,4.80,7873.68,Printed
18546362.35,14280,242.66,5.26,71.19,123.13,86.25,4.80,8989.68,Printed
20727234.82,7650,241.81,10.07,30.98,77.76,216.25,8.80,17305.68,Printed
11054312.48,20400,175.86,1.20,57.31,122.71,56.25,8.80,8025.68,Printed
12904113.62,37740,189.19,12.14,57.47,113.44,179.75,4.80,7502.32,Printed
13810809.46,17340,185.08,1.70,57.00,117.76,52.25,4.80,6881.68,Printed
15327974.57,31620,192.30,10.61,51.79,117.39,108.25,5.80,10525.68,Printed
15050411.33,34680,229.07,0.60,63.57,122.84,75.75,7.80,13.68,Printed
13523473.48,37740,190.17,0.42,57.57,111.02,1.75,7.80,4379.68,Printed
17752090.35,14280,234.44,17.26,60.28,119.24,38.25,4.80,6013.68,Printed
18714114.81,38250,209.02,10.39,49.94,114.70,56.25,5.80,7353.68,Printed
11144073.02,24990,205.79,34.61,58.74,118.12,27.75,9.80,3461.68,Printed
8878373.90,5610,140.69,0.00,62.14,102.29,220.25,8.80,17537.68,Printed
13124134.28,31620,200.66,7.20,55.93,115.58,179.75,5.80,7042.32,Printed
18248721.57,44370,209.02,6.28,53.57,108.38,159.75,5.80,5822.32,Printed
14234282.14,6120,167.07,10.90,49.74,96.17,216.25,8.80,17305.68,Printed
12128752.00,19380,175.86,0.48,56.53,123.10,54.25,8.80,7909.68,Printed
15760249.99,19380,246.77,14.53,63.02,117.08,66.25,4.80,7749.68,Printed
11440145.72,11220,230.00,31.31,68.22,132.29,114.25,15.80,12551.68,Printed
12728704.16,15300,194.29,19.37,62.82,117.73,72.25,3.80,7913.68,Printed
7422975.10,5100,193.61,64.55,58.88,93.30,214.25,12.80,17453.68,Printed
11846078.81,30090,203.06,32.98,60.96,133.92,18.25,12.80,6869.68,Printed
11053662.42,32640,245.56,30.28,67.44,122.47,145.75,12.80,1986.32,Printed
10327880.34,6120,119.27,8.10,51.82,96.79,220.25,4.80,17297.68,Printed
12194431.80,41820,195.50,4.47,54.13,111.41,73.75,6.80,222.32,Printed
13385413.04,7650,198.33,2.81,62.45,117.09,196.25,3.80,15725.68,Printed
12347190.53,15810,222.10,11.43,58.02,113.23,110.25,4.80,10477.68,Printed
18721234.97,10200,225.25,12.75,58.81,113.83,188.25,6.80,15497.68,Printed
15201720.54,19890,200.66,0.57,57.82,116.98,150.25,5.80,13087.68,Printed
13550752.71,12750,211.85,1.92,58.59,105.84,96.25,1.80,9057.68,Printed
11623657.10,10200,176.18,35.56,58.95,118.01,196.25,11.80,16397.68,Printed
8691438.95,27030,217.22,19.55,63.54,117.72,56.25,12.80,8921.68,Printed
2343902.60,8670,255.00,16.01,81.93,174.19,126.25,41.80,17167.68,Printed
21083048.28,6120,215.43,14.81,40.02,80.65,222.25,8.80,17653.68,Printed
16537431.32,7140,105.85,16.58,33.48,50.43,64.25,39.20,1878.32,Printed
13407669.52,30090,204.77,2.13,55.39,96.27,11.75,0.80,1745.68,Printed
15884421.98,16830,147.33,15.63,56.94,100.70,32.25,23.20,1302.32,Printed
13473497.47,14280,197.84,0.29,56.45,106.08,94.25,8.80,10229.68,Printed
15692591.29,29580,137.70,21.52,41.80,83.26,39.75,33.20,10982.32,Printed
13252502.68,19380,225.00,39.58,46.51,80.34,39.75,1.20,742.32,Printed
26819620.96,37230,203.39,12.61,50.44,110.32,93.75,17.20,10398.32,Printed
33451831.10,20400,206.43,11.71,45.64,108.35,46.25,17.20,1361.68,Printed
17979780.57,6120,199.22,39.99,59.64,96.22,102.64,0.53,8087.21,Printed
10792254.75,5100,255.00,16.36,78.35,102.60,130.64,10.53,11199.21,Printed
10791887.00,8160,151.41,3.13,66.60,100.79,188.64,0.53,13591.21,Printed
21224916.09,28050,217.98,6.54,61.93,109.02,123.36,2.53,5604.79,Printed
18158161.35,11730,180.97,11.61,68.31,122.49,170.64,2.53,12623.21,Printed
17163115.02,33150,197.05,14.03,68.18,117.05,211.36,1.47,12956.79,Printed
18584940.97,51000,218.57,3.87,70.70,124.14,447.36,1.53,26402.79,Printed
8729564.03,5610,127.50,9.59,65.87,100.81,206.64,6.53,15079.21,Printed
14442633.92,11730,206.64,6.52,71.26,128.13,122.64,6.53,10207.21,Printed
9789375.10,53040,211.78,3.69,60.89,113.36,121.36,5.53,4328.79,Printed
13562964.07,6630,153.00,13.19,61.11,86.47,204.64,4.53,14847.21,Printed
12893574.05,9180,215.43,13.42,78.73,134.15,90.64,6.53,8351.21,Printed
14734746.00,65790,183.08,29.20,46.94,92.25,179.36,13.47,16148.79,Printed
27921038.86,31620,198.00,2.39,47.29,95.81,15.36,20.47,5302.79,Printed
15396535.94,41820,132.00,11.08,42.47,79.55,109.36,20.47,13292.79,Printed
21467449.95,18360,163.93,3.64,48.21,85.81,8.64,19.47,3008.79,Printed
6722064.94,4080,197.42,76.33,62.72,84.02,206.64,2.53,14855.21,Printed
27149630.13,40290,140.15,25.72,33.86,59.99,723.36,66.47,110838.79,Printed
198888.44,31110,229.50,NaN,32.35,155.74,76.64,54.53,16467.21,Printed
7390402.52,4590,156.29,2.70,57.12,90.79,208.64,2.53,14979.21,Printed
16878424.88,20400,246.77,9.96,64.78,91.96,62.64,2.53,5927.21,Printed
12640506.43,17850,209.76,3.20,65.27,109.21,110.64,2.53,8903.21,Printed
25492647.71,105060,184.17,22.05,34.16,63.52,827.36,43.47,99392.79,Printed
6265887.88,28560,153.00,8.90,65.31,111.88,90.64,4.53,8007.21,Printed
28577099.93,36720,106.82,46.48,28.61,50.87,651.36,83.47,116944.79,Printed
17756750.61,71910,246.50,18.07,70.67,119.23,183.36,4.53,8432.79,Printed
14356188.24,11220,208.25,7.53,72.01,119.19,174.64,4.53,13047.21,Printed
19107547.61,14790,206.64,15.96,72.35,134.59,40.64,6.53,5451.21,Printed
15550607.29,33660,233.39,12.36,71.69,120.97,109.36,5.53,3620.79,Printed
6646061.69,3060,180.97,29.49,76.97,101.94,206.64,2.53,14855.21,Printed
16001064.53,35700,238.81,5.51,51.44,93.80,59.36,1.53,1958.79,Printed
16938250.35,39780,246.90,7.84,55.48,106.32,177.36,1.53,9392.79,Printed
22605613.14,31110,220.54,22.17,46.42,87.99,347.36,9.47,26812.79,Printed
6404423.08,6120,106.94,35.49,54.10,79.41,210.64,2.53,15103.21,Printed
10297631.39,26520,206.64,32.86,60.09,103.12,67.36,6.53,812.79,Printed
7637615.61,16830,210.65,3.57,73.87,134.33,20.64,18.53,7195.21,Printed
11170535.43,24990,218.57,23.25,61.48,114.02,33.36,1.53,320.79,Printed
13293152.65,19380,210.48,30.27,57.46,112.90,130.64,1.53,10011.21,Printed
12270880.57,43860,218.57,19.64,55.28,109.56,127.36,1.53,6242.79,Printed
17351462.03,8160,183.93,14.59,64.80,115.93,202.64,3.53,14667.21,Printed
11127208.22,34170,233.02,3.89,55.93,107.30,13.36,6.53,2319.21,Printed
9733145.59,51510,217.38,19.90,59.46,115.44,23.36,3.53,881.21,Printed
13092002.67,20400,150.49,14.71,58.89,110.14,124.64,3.53,9909.21,Printed
11591967.94,46410,225.74,14.56,55.69,107.78,123.36,3.53,5218.79,Printed
14444865.80,19890,202.24,27.79,66.10,129.00,92.64,6.53,8467.21,Printed
16192947.05,47940,217.38,11.63,68.98,121.25,153.36,3.53,7048.79,Printed
13477874.45,28560,228.16,2.46,80.59,132.96,9.36,7.53,2823.21,Printed
9325835.93,4080,172.74,11.72,66.94,106.37,204.64,2.53,14731.21,Printed
13205090.08,61710,230.71,9.12,58.80,104.03,275.36,1.53,15566.79,Printed
10126317.84,15810,164.24,42.99,58.45,107.01,138.64,5.53,11011.21,Printed
13620975.58,44880,207.46,17.17,55.86,110.53,155.36,5.53,6334.79,Printed
8229558.59,29070,219.30,7.76,66.47,135.89,35.36,14.53,3427.21,Printed
20835873.27,7140,238.55,13.81,55.69,105.48,160.64,2.53,12003.21,Printed
13514054.47,32130,194.29,1.03,59.93,103.85,231.36,1.53,12794.79,Printed
10107206.35,48450,202.38,26.15,56.34,115.02,35.36,1.53,446.79,Printed
13528199.14,24990,209.02,28.63,57.37,115.11,124.64,3.53,9909.21,Printed
12804336.93,48450,246.90,28.12,53.85,109.18,125.36,1.53,6116.79,Printed
24867036.30,21420,216.75,20.60,39.64,92.85,158.64,4.53,12087.21,Printed
12078090.70,47430,216.75,2.29,54.98,106.11,93.36,4.53,3032.79,Printed
11549945.96,21930,238.00,2.29,59.69,120.20,106.64,4.53,8967.21,Printed
12091339.37,40800,200.66,16.35,64.80,115.43,299.36,3.53,15954.79,Printed
19803362.03,4590,218.57,22.85,56.77,126.03,200.64,8.53,14855.21,Printed
20032977.68,66300,238.55,12.72,74.15,127.17,241.36,2.53,12920.79,Printed
16500081.12,8160,217.98,11.13,75.77,119.73,118.64,2.53,9399.21,Printed
14973696.78,27030,201.53,6.71,69.75,115.71,99.36,2.53,4116.79,Printed
24231621.36,6120,226.21,17.81,39.35,92.95,202.64,2.53,14607.21,Printed
11547033.24,26520,200.91,39.37,52.36,105.11,49.36,1.47,2264.79,Printed
15564812.15,62730,181.18,8.30,52.04,91.08,303.36,11.47,24688.79,Printed
11208609.98,34170,166.73,5.11,48.92,81.39,81.36,13.47,8504.79,Printed
22725391.17,36720,215.06,5.34,48.74,96.82,207.36,18.47,20682.79,Printed
34840927.56,33150,195.19,2.19,47.70,107.10,41.36,16.47,6296.79,Printed
12800719.03,26520,228.62,15.10,65.83,113.68,38.64,6.53,5335.21,Printed
16455169.25,11730,197.63,7.01,50.96,96.10,102.64,15.47,5527.21,Printed
14784046.98,34170,221.00,11.94,68.83,119.00,19.36,4.53,1407.21,Printed
31986096.09,53550,205.17,15.07,41.76,97.06,369.36,22.47,36656.79,Printed
15230780.42,29580,184.66,14.64,62.05,133.30,86.64,6.53,8119.21,Printed
19502174.09,44880,185.08,3.45,68.09,143.12,33.36,2.53,24.79,Printed
9172394.41,20400,135.00,3.33,51.25,102.99,133.36,3.47,8600.79,Printed
10028104.07,4080,143.95,11.33,64.78,100.63,202.64,2.53,14607.21,Printed
15030273.90,27030,239.06,10.10,58.25,105.91,95.36,0.53,4584.79,Printed
13873542.43,69870,236.25,33.53,51.27,95.01,225.36,3.47,14856.79,Printed
12750279.18,40800,210.20,20.42,51.65,97.22,205.36,9.47,16304.79,Printed
13576168.03,40290,161.05,11.77,49.48,97.19,31.36,11.47,4016.79,Printed
24330682.74,18360,221.20,21.46,56.85,112.39,4.64,18.47,3086.79,Printed
20100708.83,17850,238.65,24.82,57.10,122.63,82.64,13.47,4287.21,Printed
20165045.19,28560,181.27,25.55,51.15,104.89,18.64,18.47,1924.79,Printed
12591264.66,3060,158.85,24.12,65.21,97.40,202.64,3.53,14667.21,Printed
12424558.69,26520,221.56,18.76,53.99,105.36,43.36,3.53,338.79,Printed
15586716.85,18870,200.66,15.69,54.59,113.86,94.64,3.53,8079.21,Printed
10473528.99,25500,189.19,36.00,62.47,111.77,92.64,2.53,7787.21,Printed
4101643.71,17850,212.50,34.87,44.94,91.43,28.64,22.53,8499.21,Printed
8898143.42,5100,135.23,74.39,56.15,90.98,200.64,1.47,14235.21,Printed
16963761.49,15810,226.21,1.50,58.93,116.38,100.64,2.53,8283.21,Printed
12926417.60,28050,209.76,14.90,59.40,113.01,89.36,2.53,3496.79,Printed
28018930.17,34170,180.76,43.10,59.73,122.26,15.36,14.47,3634.79,Printed
8959489.83,4590,139.84,5.67,52.44,100.08,202.64,2.53,14607.21,Printed
11861414.19,14280,238.81,26.58,61.06,118.59,54.64,1.53,5223.21,Printed
13906403.68,23970,209.02,16.07,56.68,116.30,128.64,3.53,10153.21,Printed
12719419.42,59670,217.38,17.26,57.11,111.42,113.36,3.53,4608.79,Printed
5653235.82,10200,203.06,55.59,67.57,92.22,194.64,10.53,14655.21,Printed
14572360.23,27030,233.02,9.94,78.00,127.88,61.36,6.53,464.79,Printed
19178834.95,56610,194.79,12.53,59.48,105.47,263.36,7.47,19544.79,Printed
10888638.31,5100,151.41,32.45,58.97,106.52,202.64,0.53,14487.21,Printed
15585354.60,20910,221.00,21.04,61.44,117.10,56.64,4.53,5967.21,Printed
11956199.93,19890,185.08,26.94,52.79,99.68,42.64,2.53,4687.21,Printed
8738921.82,32640,195.80,12.54,68.30,116.38,0.64,8.53,3655.21,Printed
28942070.63,72420,220.54,7.95,49.24,103.72,497.36,9.47,37912.79,Printed
10629645.19,3570,111.56,19.87,57.35,88.23,206.64,0.53,14743.21,Printed
1945840.77,10200,212.50,56.43,60.77,139.62,168.64,34.53,15507.21,Printed
2121730.47,13260,134.21,8.92,43.71,68.97,46.64,26.53,10119.21,Printed
10314214.28,44880,204.00,10.44,54.82,120.60,35.36,4.53,447.21,Printed
11170301.80,49980,178.50,10.10,61.76,112.02,151.36,4.53,6512.79,Printed
10848151.06,24480,191.25,6.50,58.28,108.69,18.64,8.53,4663.21,Printed
7454175.88,32640,214.20,2.64,70.06,129.20,4.64,14.53,5427.21,Printed
23153475.77,23970,237.77,1.03,47.14,102.96,67.36,9.47,6092.79,Printed
31079525.31,34680,217.09,0.19,57.00,108.24,145.36,9.47,11864.79,Printed
17057857.63,7650,159.38,24.73,72.78,122.19,202.64,0.53,14487.21,Printed
4297865.98,5100,167.76,14.17,65.62,127.76,158.64,26.53,14375.21,Printed
14247217.73,11220,246.21,53.44,56.60,114.15,42.64,6.53,5567.21,Printed
11761717.06,40800,187.00,0.89,57.86,116.97,81.36,4.53,2312.79,Printed
9586841.31,9180,215.77,26.56,64.10,125.16,178.64,12.53,13959.21,Printed
8631967.99,22440,188.89,18.80,64.91,127.63,37.36,10.53,2127.21,Printed
9919187.10,53550,175.86,11.61,57.94,119.72,153.36,6.53,5800.79,Printed
9732220.60,22950,207.78,21.47,66.07,122.29,30.64,10.53,5799.21,Printed
7334232.90,19890,216.20,1.51,72.96,152.57,2.64,18.53,6367.21,Printed
10702022.13,21420,162.92,40.21,54.73,102.38,59.36,7.47,4856.79,Printed
9798863.39,6630,175.31,13.91,67.07,109.70,202.64,0.53,14487.21,Printed
22837301.73,20910,156.69,20.41,53.15,114.33,36.64,18.47,430.79,Printed
14143398.18,28560,239.06,14.36,57.85,107.32,131.36,0.53,6888.79,Printed
28747199.62,16320,192.80,19.55,58.70,130.34,124.64,17.47,7011.21,Printed
29194171.58,7650,208.03,56.56,60.92,118.14,186.64,11.47,12551.21,Printed
20622197.06,15810,171.04,27.13,52.78,112.11,34.64,17.47,368.79,Printed
14417926.54,31110,217.98,8.65,56.85,111.10,85.36,2.53,3248.79,Printed
12613715.73,34680,205.65,17.73,54.01,108.25,137.36,2.53,6472.79,Printed
20523689.43,13770,190.44,4.18,65.90,134.35,156.64,14.47,9953.21,Printed
32998899.52,6120,194.61,52.67,57.13,120.25,188.64,11.47,12703.21,Printed
19530199.64,11220,209.76,16.03,56.51,106.44,162.64,2.53,12127.21,Printed
10825800.66,48960,204.00,10.83,54.19,103.78,43.36,4.53,32.79,Printed
10626647.54,53040,173.54,17.66,52.08,94.20,159.36,7.47,12056.79,Printed
23067312.73,24990,214.57,81.62,42.37,81.26,45.36,17.47,6928.79,Printed
19564728.12,46920,227.95,59.87,50.00,99.73,57.36,1.47,2792.79,Printed
16361129.03,1020,173.86,2.77,58.32,113.98,230.64,1.47,16215.21,Printed
26497338.10,29580,210.52,26.46,50.70,95.76,26.64,21.47,1968.79,Printed
25652581.03,24480,215.16,13.37,41.84,89.50,158.64,0.53,11671.21,Printed
21501235.18,10200,156.92,10.05,54.84,105.42,164.64,13.47,10683.21,Printed
23044354.64,20910,245.67,11.33,51.69,106.90,18.64,17.47,1680.79,Printed
20265977.27,63750,208.92,12.04,50.39,96.11,287.36,18.47,27322.79,Printed
15702696.86,6630,182.75,21.72,66.43,145.13,208.64,4.53,15087.21,Printed
24631930.32,32130,190.48,5.54,48.22,100.38,151.36,18.47,16034.79,Printed
11730841.19,51510,185.45,39.74,53.89,106.43,45.36,1.47,2000.79,Printed
13873852.59,38250,210.00,25.78,55.54,101.14,215.36,3.47,14176.79,Printed
11877069.77,12240,181.59,1.55,59.84,112.32,176.64,1.47,12651.21,Printed
