% 1. Title: SCIAA Classifying printed and Handwritten text
% 
% 2. Sources:
% (a) Creator: Akhil Katpally
% (b) Donor: SCIAA 
% (c) Date: May, 2016
% 
@RELATION SCIAA
@ATTRIBUTE VerticalProjectionVariance  	NUMERIC
@ATTRIBUTE MajorHorizontalProjectionDifference   	NUMERIC
@ATTRIBUTE MajorVerticalEdge  	NUMERIC
@ATTRIBUTE pixelDistribution   NUMERIC
@ATTRIBUTE VerticalEdge   NUMERIC
@ATTRIBUTE Density   NUMERIC
@ATTRIBUTE DeviationWidth   NUMERIC
@ATTRIBUTE DeviationHeight   NUMERIC
@ATTRIBUTE DeviationArea   NUMERIC
@ATTRIBUTE class        {Printed, Handwritten}
@DATA
11542435.97,39780,229.50,6.14,35.10,90.98,113.25,7.03,12705.07,Printed
7431465.00,41820,200.36,15.94,47.60,114.69,73.25,11.03,11329.07,Printed
28078465.26,61200,238.86,20.77,41.07,106.56,262.75,11.97,21102.93,Printed
9227076.92,6120,143.44,26.75,38.92,89.50,277.25,3.03,22337.07,Printed
10098444.84,38760,191.25,9.52,44.84,112.65,29.25,7.03,7665.07,Printed
9483911.58,72420,240.29,30.23,46.97,126.39,58.75,15.03,5489.07,Printed
22270900.49,166260,202.90,34.17,31.76,76.53,1534.75,25.97,147686.93,Printed
6925736.14,39780,223.13,14.46,49.06,130.54,77.25,19.03,13569.07,Printed
15202707.69,5100,207.19,3.57,50.42,131.18,277.25,3.03,22337.07,Printed
28542125.10,97920,178.23,0.27,17.06,46.91,542.75,25.97,55430.93,Printed
10041080.09,49980,204.00,4.55,44.88,104.43,6.75,7.03,5505.07,Printed
8486743.58,11220,220.67,40.26,44.91,118.72,253.25,15.03,21713.07,Printed
8211829.27,47940,236.79,10.63,42.56,115.61,41.25,11.03,9537.07,Printed
9916404.91,74460,191.25,4.50,39.58,105.83,78.75,7.03,1185.07,Printed
9781228.39,23460,235.38,17.97,48.24,124.83,109.25,15.03,14225.07,Printed
13296078.99,111180,173.86,54.34,28.26,64.66,528.75,20.97,49838.93,Printed
7226623.96,42840,223.13,0.56,51.74,130.44,69.25,19.03,13185.07,Printed
10533712.21,5100,165.00,25.80,49.55,99.64,273.25,0.97,21857.07,Printed
12604984.65,48960,247.03,10.36,41.63,96.30,46.75,3.03,1601.07,Printed
26724004.76,85680,220.23,10.14,36.00,92.56,226.75,20.97,23262.93,Printed
14480588.46,30600,194.61,23.87,22.64,61.55,250.75,8.97,18414.93,Printed
12118183.65,35700,235.08,17.45,39.55,96.12,58.75,3.03,833.07,Printed
28382746.61,88740,189.70,10.92,25.03,62.03,134.75,14.97,12382.93,Printed
19741959.07,10200,247.03,16.05,44.13,99.30,225.25,3.03,19009.07,Printed
10449508.42,54060,215.16,4.82,40.72,88.79,21.25,3.03,5953.07,Printed
12013564.52,59160,174.47,0.50,36.08,84.22,106.75,8.97,7470.93,Printed
20715145.19,97920,207.78,14.85,30.62,75.31,754.75,13.97,62138.93,Printed
22255732.36,16320,233.75,9.18,26.61,90.44,229.25,7.03,19665.07,Printed
21211924.26,51000,219.58,1.80,34.74,89.84,150.75,4.97,8894.93,Printed
17279168.53,15300,223.13,2.72,44.15,91.89,185.25,4.97,15297.07,Printed
17053074.05,35700,202.50,21.85,41.07,106.37,45.25,0.97,6353.07,Printed
31356222.91,60180,200.36,13.66,30.53,84.89,118.75,16.97,11966.93,Printed
14480786.90,91800,204.67,56.54,30.47,76.67,554.75,8.97,41518.93,Printed
11589447.16,9180,204.00,17.00,39.01,109.29,245.25,7.03,20625.07,Printed
15192776.13,13260,212.50,2.32,41.34,110.24,197.25,7.03,17745.07,Printed
12317289.84,31620,203.20,20.92,41.06,108.45,165.25,3.03,15169.07,Printed
13639187.40,44880,208.64,21.90,37.72,94.85,9.25,1.03,4545.07,Printed
25317608.36,37740,236.25,14.76,40.39,103.75,41.25,0.97,6081.07,Printed
70648689.17,68340,180.00,5.00,30.61,83.23,514.75,102.97,117814.93,Printed
29320445.97,182580,223.83,4.01,30.97,77.63,1094.75,22.97,102494.93,Printed
29977440.98,51000,194.29,2.50,35.31,97.73,2.75,16.97,2222.93,Printed
24417219.21,23460,186.00,18.68,32.95,84.04,45.25,17.97,1525.07,Printed
23522709.81,5100,150.38,19.26,30.90,84.07,245.25,10.97,19113.07,Printed
23980628.44,35700,217.68,5.88,40.43,97.22,6.75,14.97,1886.93,Printed
6047251.53,5100,208.25,20.40,44.13,92.93,269.25,7.03,22065.07,Printed
17061501.30,47940,255.00,10.24,57.76,121.91,138.75,7.03,2414.93,Printed
14496310.34,42840,221.56,5.49,47.91,128.03,125.25,6.03,13221.07,Printed
15936763.90,28560,242.46,10.49,52.57,115.50,145.25,6.03,14441.07,Printed
11399276.79,8160,177.59,3.24,49.54,99.92,189.25,11.03,17825.07,Printed
22839257.14,9180,229.50,9.56,25.70,82.88,265.25,7.03,21825.07,Printed
11457911.69,20400,218.57,5.86,47.32,109.29,97.25,11.03,12673.07,Printed
13258684.65,54060,243.05,16.62,39.67,105.36,122.75,3.03,3262.93,Printed
11495386.93,38760,195.50,0.91,42.39,105.95,105.25,7.03,12225.07,Printed
15632996.41,23460,233.75,3.04,38.40,107.67,161.25,7.03,15585.07,Printed
15852870.67,37740,229.92,5.54,45.21,109.58,26.75,6.03,3949.07,Printed
13453723.03,23460,195.50,2.66,42.61,106.57,61.25,7.03,9585.07,Printed
16942123.18,24480,229.50,12.33,46.45,113.62,89.25,7.03,11265.07,Printed
20599636.74,41820,221.56,17.22,38.44,106.15,105.25,6.03,12001.07,Printed
9513687.36,44880,241.58,28.13,38.64,110.92,37.25,10.03,9021.07,Printed
21535942.21,6630,225.25,26.41,39.84,88.95,216.47,4.63,14906.91,Printed
16756901.72,37230,126.39,35.08,41.48,71.64,331.53,50.37,51193.09,Printed
13532798.36,38250,205.65,22.68,62.30,111.95,91.53,2.63,4301.09,Printed
37061475.06,32640,180.30,4.53,40.42,84.86,131.53,34.37,21729.09,Printed
13909666.64,28050,183.75,3.02,51.82,93.14,23.53,3.37,1861.09,Printed
9385426.57,5100,140.69,7.32,75.74,95.92,206.47,6.63,14438.91,Printed
11907966.10,38760,220.42,5.78,63.02,113.93,287.53,5.63,14773.09,Printed
13188630.50,19890,187.00,14.66,80.65,126.62,98.47,4.63,7826.91,Printed
25639188.47,92820,206.83,30.14,42.18,81.18,783.53,25.37,76773.09,Printed
20441028.36,5100,165.75,26.00,73.88,126.94,204.47,15.37,12826.91,Printed
37521028.76,11730,183.84,11.18,50.99,101.18,48.47,21.37,997.09,Printed
13226671.60,23460,157.15,18.65,53.31,86.52,269.53,21.37,28345.09,Printed
15594056.44,43350,176.54,15.02,42.79,77.34,343.53,13.37,29781.09,Printed
6705009.80,5610,170.00,75.62,61.55,84.12,214.47,4.63,14786.91,Printed
17571022.38,49980,189.53,7.79,54.61,98.39,81.53,9.37,7929.09,Printed
17904260.88,8160,246.21,17.43,68.99,104.16,78.47,6.63,7014.91,Printed
6320040.71,16320,153.88,3.16,66.49,120.62,102.47,6.63,8406.91,Printed
19256702.86,41310,179.19,18.33,36.70,66.51,197.53,9.37,16513.09,Printed
7103094.55,4590,164.52,3.47,56.70,86.37,216.47,2.63,14794.91,Printed
12127740.45,22950,217.98,0.64,67.43,106.18,120.47,2.63,8842.91,Printed
13127886.90,13260,160.19,30.67,53.18,81.50,100.47,13.37,4850.91,Printed
30109521.36,93330,193.45,3.66,40.27,79.81,623.53,22.37,59685.09,Printed
19189060.83,14280,196.71,28.08,58.84,85.20,102.47,5.37,6366.91,Printed
11612204.51,14280,255.00,15.88,72.89,96.18,140.47,8.63,10874.91,Printed
11123150.98,6120,165.00,10.91,66.99,94.46,198.47,3.37,13234.91,Printed
20399535.58,51000,219.14,1.52,63.17,101.70,123.53,0.63,7077.09,Printed
15709130.79,8160,197.42,11.33,69.05,124.12,182.47,2.63,12686.91,Printed
17452744.81,41820,219.14,2.69,70.92,116.18,193.53,0.63,11557.09,Printed
17396011.94,14280,189.19,14.57,71.92,132.44,132.47,2.63,9586.91,Printed
18470592.12,39270,242.66,0.44,69.81,121.68,277.53,2.63,15833.09,Printed
6227859.12,3060,172.74,23.39,75.10,102.06,218.47,2.63,14918.91,Printed
16168570.76,28560,226.21,0.15,57.02,93.12,51.53,2.63,1821.09,Printed
17648992.06,44880,210.48,9.22,56.57,104.71,171.53,1.63,9705.09,Printed
20573431.29,13770,221.25,19.44,53.41,108.75,108.47,3.37,7114.91,Printed
19082521.06,26520,247.27,2.61,51.63,97.91,67.53,1.37,4173.09,Printed
26277573.18,27030,244.38,15.92,35.94,78.78,301.53,7.37,23061.09,Printed
5534928.00,4080,139.84,39.83,57.50,83.57,222.47,2.63,15166.91,Printed
11168716.42,19380,198.33,20.72,55.18,89.12,47.53,7.37,4773.09,Printed
7325327.92,19380,168.48,11.24,70.86,109.74,30.47,8.63,4714.91,Printed
10295672.20,34170,230.71,19.85,62.54,113.42,15.53,1.63,122.91,Printed
13627618.51,18870,210.48,30.19,55.62,109.96,140.47,1.63,9950.91,Printed
13932554.18,32640,186.08,12.49,48.40,97.20,111.53,9.37,10149.09,Printed
21490932.28,32130,216.04,19.72,52.36,104.70,111.53,7.37,9381.09,Printed
17305393.47,3570,192.30,18.01,75.32,121.09,212.47,3.63,14606.91,Printed
12782003.87,22950,211.03,3.45,55.54,108.16,7.53,6.63,2026.91,Printed
10603911.72,34170,225.74,20.16,59.33,114.97,17.53,3.63,576.91,Printed
13433897.92,15810,221.00,15.22,58.68,114.43,138.47,4.63,10226.91,Printed
12122025.32,44370,225.74,14.91,53.37,105.78,121.53,3.63,5767.09,Printed
19913949.99,28560,225.74,18.96,66.26,134.24,115.53,3.63,5401.09,Printed
9617619.74,3060,209.76,17.35,73.22,110.46,216.47,2.63,14794.91,Printed
13979916.84,54060,218.57,9.17,59.65,103.31,269.53,1.63,15879.09,Printed
11421814.29,17850,175.57,32.69,57.86,103.11,152.47,3.63,10946.91,Printed
13895104.85,63750,210.48,0.34,52.75,100.76,155.53,1.63,8697.09,Printed
7700246.80,29070,223.13,22.15,67.05,139.70,23.53,16.63,4058.91,Printed
19260216.48,38760,217.38,9.91,66.58,137.41,111.53,3.63,5157.09,Printed
20429489.11,5100,226.21,12.86,57.78,106.13,170.47,2.63,11942.91,Printed
158586.50,30600,255.00,NaN,35.24,215.13,52.47,54.63,16066.91,Printed
12903193.99,45390,170.00,20.63,55.88,92.97,217.53,10.37,18483.09,Printed
10562992.28,38250,210.48,28.47,58.06,112.10,29.53,1.63,759.09,Printed
14145967.60,11220,210.48,28.89,61.36,111.87,134.47,1.63,9572.91,Printed
14542373.58,31110,179.81,2.84,46.99,87.77,123.53,13.37,12621.09,Printed
20819896.05,18870,193.45,39.27,60.41,127.74,56.47,6.63,5738.91,Printed
17684795.28,24990,224.22,14.63,73.03,126.15,171.53,6.63,7485.09,Printed
15396180.56,6120,202.24,3.05,68.70,127.90,184.47,6.63,13162.91,Printed
20213473.60,31110,216.75,10.34,73.28,128.11,50.47,4.63,4946.91,Printed
15470072.10,37740,225.25,12.61,69.42,121.66,91.53,4.63,3573.09,Printed
26300252.56,17340,217.98,10.41,41.25,95.02,174.47,2.63,12190.91,Printed
11209647.45,37740,222.10,0.84,57.52,105.75,75.53,2.63,3309.09,Printed
12006109.67,16830,199.75,3.19,57.27,115.28,112.47,4.63,8666.91,Printed
13439882.50,72930,216.58,28.85,53.27,97.00,305.53,8.37,23927.09,Printed
20404376.96,34680,195.62,0.24,57.26,111.02,115.53,8.37,10057.09,Printed
17186681.76,4080,175.86,25.11,70.27,128.49,210.47,6.63,14670.91,Printed
18866087.12,62220,217.98,11.32,79.73,129.06,229.53,2.63,12857.09,Printed
16989354.75,7650,213.87,10.95,77.02,128.37,130.47,2.63,9462.91,Printed
16082090.16,24990,234.44,3.47,67.20,115.97,91.53,2.63,4301.09,Printed
24442161.89,5610,217.98,13.40,37.37,84.81,214.47,2.63,14670.91,Printed
11153605.25,40290,200.91,34.49,54.55,103.28,33.53,1.37,1929.09,Printed
13230381.17,58650,208.64,19.85,57.83,96.21,281.53,1.37,18297.09,Printed
9832638.38,46410,195.23,1.44,54.16,90.18,81.53,0.63,4389.09,Printed
20691258.49,32640,208.92,8.71,49.60,94.19,199.53,18.37,20909.09,Printed
34195839.32,22440,220.37,4.66,47.41,104.33,29.53,16.37,6195.09,Printed
9772710.71,10710,119.53,21.58,60.86,98.65,214.47,0.63,14554.91,Printed
14865814.80,52020,203.20,10.26,60.57,109.78,75.53,0.63,4005.09,Printed
12641377.61,30090,219.14,14.49,56.67,100.27,63.53,0.63,3237.09,Printed
14485366.04,21420,239.06,31.58,58.03,111.22,134.47,0.63,9434.91,Printed
13807493.29,102510,179.81,20.10,47.49,90.13,523.53,13.37,43821.09,Printed
15885080.03,39270,226.67,4.39,48.80,92.43,219.53,7.37,17157.09,Printed
9550096.35,19890,215.16,18.50,64.64,132.65,74.47,0.63,5594.91,Printed
18814545.81,16320,194.61,27.32,63.54,118.93,92.47,11.37,4586.91,Printed
24637720.84,57630,225.95,15.17,58.18,109.16,395.53,14.37,34505.09,Printed
10684477.47,14280,255.00,40.35,69.75,134.70,36.47,19.63,7646.91,Printed
15148835.25,14280,231.39,18.49,63.12,133.76,100.47,10.63,8978.91,Printed
16470278.07,45900,211.03,21.29,71.57,129.66,143.53,6.63,5861.09,Printed
13990560.33,19380,206.64,7.92,75.15,135.57,5.53,6.63,2142.91,Printed
13932910.42,3570,174.05,23.88,66.38,94.58,212.47,1.63,14486.91,Printed
12373002.79,22950,210.48,19.03,56.18,105.62,25.53,1.63,507.09,Printed
15906439.72,16830,210.48,22.40,57.69,110.26,106.47,1.63,7808.91,Printed
8722087.46,24990,200.36,45.61,60.81,118.28,108.47,8.63,9082.91,Printed
17015272.09,16320,242.86,19.75,63.14,125.54,8.47,1.63,1634.91,Printed
8028954.99,6120,190.24,81.16,55.90,95.47,214.47,1.63,14612.91,Printed
15993811.76,15810,218.57,4.15,61.89,113.95,114.47,1.63,8312.91,Printed
12785245.81,33150,209.59,41.34,55.01,100.26,69.53,8.37,6699.09,Printed
20574156.43,13770,223.56,16.15,51.51,97.55,56.47,8.37,2498.91,Printed
10848962.03,5100,150.49,2.23,54.48,95.03,212.47,3.63,14606.91,Printed
10866796.92,17850,225.74,18.70,58.20,116.40,66.47,3.63,5700.91,Printed
14074384.32,11730,209.02,25.32,56.43,122.17,138.47,3.63,10092.91,Printed
14283184.71,29580,238.28,16.27,59.24,108.08,113.53,3.63,5279.09,Printed
11473559.81,5100,154.55,47.92,64.44,106.44,210.47,1.37,14174.91,Printed
18506151.05,27030,232.50,1.80,58.48,107.26,60.47,3.37,3850.91,Printed
12494186.90,17340,209.76,25.41,54.88,101.98,56.47,2.63,4874.91,Printed
8535564.41,23460,168.63,13.53,65.78,109.26,10.47,2.63,2022.91,Printed
30775879.76,77520,223.52,2.41,49.54,103.20,523.53,16.37,46209.09,Printed
8526023.08,5100,127.50,28.96,52.44,93.33,220.47,2.63,15042.91,Printed
10900419.36,28050,250.60,1.98,59.53,126.53,25.53,6.63,982.91,Printed
10703889.47,32640,196.15,39.30,70.70,130.40,139.53,12.63,3157.09,Printed
8707329.45,29580,212.50,8.95,59.52,117.23,44.47,10.63,5954.91,Printed
7515947.46,32640,201.88,2.50,70.32,135.04,10.47,16.63,5690.91,Printed
27618819.63,69360,223.99,12.67,47.00,97.55,493.53,9.37,38417.09,Printed
26059653.87,23970,227.95,13.01,54.17,111.43,27.53,1.37,1533.09,Printed
17137221.07,23970,227.95,22.17,60.29,112.84,85.53,1.37,5361.09,Printed
16425682.37,5610,162.27,35.48,74.70,118.74,212.47,1.37,14306.91,Printed
23839451.43,17340,164.62,19.50,56.11,114.86,42.47,14.37,96.91,Printed
12433709.73,30600,193.31,5.57,58.95,116.61,67.53,2.63,2813.09,Printed
10172998.97,9180,207.78,31.43,68.58,121.43,188.47,10.63,13730.91,Printed
8637438.28,23460,188.89,19.73,65.79,129.37,25.53,10.63,2174.91,Printed
10415563.94,36210,202.24,9.08,60.84,120.09,147.53,6.63,6093.09,Printed
9156256.57,31110,188.89,12.21,63.94,124.70,46.47,10.63,6062.91,Printed
8053631.75,17850,210.65,16.52,75.44,151.22,6.47,18.63,6030.91,Printed
10766672.35,43350,151.62,39.31,55.14,98.90,47.53,9.37,5413.09,Printed
23131560.00,11220,177.53,13.74,61.82,132.34,166.47,14.37,9892.91,Printed
11409132.20,4080,150.68,6.65,69.80,108.18,212.47,1.37,14306.91,Printed
14176244.19,30600,197.42,7.93,57.48,111.80,119.53,2.63,6037.09,Printed
31697035.73,11730,192.80,17.17,58.68,131.96,134.47,17.37,6950.91,Printed
22346881.23,19380,162.00,36.24,50.67,106.04,36.47,20.37,1793.09,Printed
14847425.52,27540,219.14,16.46,57.73,112.38,79.53,0.63,4261.09,Printed
12302634.79,26010,211.17,22.49,54.74,103.79,131.53,0.63,7589.09,Printed
43253233.71,10200,218.57,0.03,57.62,126.21,182.47,12.37,11336.91,Printed
33965644.19,6630,181.64,43.04,53.62,103.58,186.47,8.37,11988.91,Printed
12032607.07,22440,193.45,10.88,69.00,116.69,50.47,6.63,5390.91,Printed
15658255.35,11730,160.19,1.95,54.16,95.01,110.47,13.37,5630.91,Printed
13972942.46,35700,215.43,20.66,74.28,122.53,5.53,6.63,2142.91,Printed
31943453.31,46410,205.17,10.63,43.63,98.18,359.53,22.37,36717.09,Printed
15885926.37,19380,224.22,19.98,69.51,128.87,92.47,6.63,7826.91,Printed
18027694.23,37740,228.62,9.07,72.31,147.76,23.53,6.63,1098.91,Printed
9740329.14,31620,162.92,1.01,49.02,93.67,155.53,7.37,12549.09,Printed
20993619.80,8670,217.98,18.10,59.48,116.29,170.47,2.63,11942.91,Printed
10833207.92,28560,187.00,14.09,58.05,110.50,31.53,4.63,26.91,Printed
10264036.29,62220,178.50,21.36,48.85,99.66,151.53,5.37,11413.09,Printed
28464441.01,79050,210.20,37.84,40.92,94.37,359.53,9.37,28501.09,Printed
30442675.96,24480,212.50,19.07,44.76,105.86,15.53,7.37,2469.09,Printed
13416754.78,53040,227.05,60.50,51.12,99.55,193.53,8.37,15751.09,Printed
23848952.71,10710,209.59,17.79,48.04,99.63,42.47,8.37,1476.91,Printed
20536407.21,19890,209.59,40.28,55.83,117.02,56.47,8.37,2498.91,Printed
26385970.09,8670,205.65,7.65,41.36,92.31,164.47,2.63,11570.91,Printed
16322138.36,5100,202.24,23.86,69.53,149.16,218.47,6.63,15134.91,Printed
23112631.47,38250,248.20,0.48,55.63,112.85,177.53,10.37,15483.09,Printed
13896243.13,12240,193.45,18.49,66.03,145.09,60.47,6.63,5970.91,Printed
16698678.68,16830,216.75,30.95,63.23,145.49,66.47,4.63,5906.91,Printed
22163834.74,17340,221.74,30.19,61.35,127.76,132.47,4.37,8606.91,Printed
11663095.70,25500,199.22,30.71,53.45,112.18,35.53,0.63,1445.09,Printed
13485153.11,70890,199.22,11.30,52.97,106.31,203.53,0.63,12197.09,Printed
10655444.92,6630,189.19,6.94,60.57,120.06,188.47,2.63,13058.91,Printed
17336769.79,11730,180.97,3.62,56.17,113.93,138.47,2.63,9958.91,Printed
12082820.53,12240,197.42,10.12,56.06,111.24,104.47,2.63,7850.91,Printed
12223191.72,43350,185.45,19.88,50.85,109.35,17.53,1.37,873.09,Printed
21183436.37,38760,228.51,14.81,51.58,103.45,95.53,12.37,10069.09,Printed
35632055.28,14280,212.50,4.78,59.95,124.04,190.47,7.37,12362.91,Printed
21201637.18,48960,244.38,22.85,54.72,110.67,285.53,7.37,21909.09,Printed
20177836.94,22440,240.43,3.38,55.19,112.59,5.53,5.37,1193.09,Printed
23589093.93,8670,255.00,4.26,56.44,122.99,138.47,5.37,8886.91,Printed
21693902.86,16830,192.08,2.86,55.84,113.13,134.47,12.37,7640.91,Printed
21090467.36,23970,222.21,21.19,49.76,100.25,14.47,5.37,206.91,Printed
13409546.47,45390,229.50,14.91,67.39,130.04,69.53,14.63,1166.91,Printed
24151040.60,10710,255.00,3.04,58.64,120.35,126.47,1.37,8630.91,Printed
13813757.28,8160,215.16,14.97,58.98,122.05,114.47,0.63,8154.91,Printed
22472186.67,11220,221.25,20.94,52.67,103.68,136.47,3.37,9018.91,Printed
13462990.10,10710,228.44,30.00,64.43,127.92,170.47,16.63,13370.91,Printed
20622420.81,36210,240.43,24.42,50.27,100.68,113.53,5.37,8753.09,Printed
12783020.72,36210,233.02,59.94,56.57,116.16,79.53,6.63,2149.09,Printed
7807676.57,7140,182.75,41.95,64.44,97.06,210.47,4.63,14546.91,Printed
17810368.33,66300,239.06,0.29,73.42,126.22,199.53,0.63,11941.09,Printed
16062732.02,18870,193.31,9.44,69.04,131.23,56.47,2.63,4874.91,Printed
17291855.40,12240,189.19,2.28,72.62,115.25,80.47,2.63,6362.91,Printed
17762328.75,9690,223.62,17.91,56.67,103.35,104.47,0.37,7346.91,Printed
21014022.71,4590,241.81,17.89,39.13,85.88,212.47,6.63,14786.91,Printed
10906493.14,18870,184.66,1.21,62.76,122.07,50.47,6.63,5390.91,Printed
13321266.96,43350,213.87,3.09,54.46,109.79,183.53,2.63,10005.09,Printed
13527362.99,16320,246.77,3.28,61.47,114.94,50.47,2.63,4502.91,Printed
16053776.95,14280,200.66,8.62,63.08,119.14,104.47,3.63,8018.91,Printed
14496886.71,61710,209.02,4.54,58.29,115.34,79.53,3.63,3205.09,Printed
14457291.25,26010,209.02,4.12,56.25,110.30,2.47,3.63,1796.91,Printed
19116670.62,24990,234.44,12.53,64.33,114.96,24.47,2.63,2890.91,Printed
18145705.12,22440,207.46,4.41,58.47,121.98,56.47,5.63,5522.91,Printed
11175871.66,42330,181.53,20.19,53.76,108.00,37.53,5.63,23.09,Printed
9412016.29,4080,152.18,8.62,65.61,102.42,210.47,2.63,14422.91,Printed
11653402.61,32640,226.21,5.23,57.88,113.32,173.53,2.63,9385.09,Printed
18021279.33,69870,230.71,2.25,50.56,102.45,163.53,1.63,9201.09,Printed
13731222.71,4080,168.63,4.86,60.39,102.27,212.47,2.63,14546.91,Printed
11724140.80,19380,204.00,5.92,63.43,114.52,48.47,4.63,4826.91,Printed
14343822.10,31620,211.17,17.33,57.41,112.49,66.47,0.63,5082.91,Printed
10727620.35,24480,213.27,19.45,70.31,130.11,114.47,9.63,9576.91,Printed
14119284.91,14790,215.77,21.28,62.39,112.25,66.47,0.37,4876.91,Printed
7805063.19,4590,172.88,81.70,61.90,99.27,210.47,5.63,14608.91,Printed
12158400.00,16830,207.46,19.04,70.32,126.42,16.47,5.63,3162.91,Printed
11892840.73,63240,203.14,2.64,58.00,110.88,161.53,5.63,7339.09,Printed
9208767.33,4080,152.18,6.70,54.82,102.11,214.47,2.63,14670.91,Printed
12726694.98,18870,209.76,7.12,58.10,110.81,75.53,2.63,3309.09,Printed
11611122.16,10710,200.08,1.03,64.17,115.54,188.47,0.37,12806.91,Printed
11807014.35,20400,197.42,9.77,57.73,113.05,108.47,2.63,8098.91,Printed
16875781.57,15810,184.66,17.89,53.20,116.85,182.47,6.63,13046.91,Printed
15525100.68,10710,255.00,3.53,57.02,119.26,142.47,4.63,10466.91,Printed
13930914.91,13260,235.38,7.82,58.33,105.80,88.47,0.37,6306.91,Printed
13034098.97,10200,196.84,22.63,60.08,117.59,188.47,7.63,13478.91,Printed
8551927.01,15810,217.22,17.61,64.20,122.08,54.47,10.63,6494.91,Printed
2839823.74,14790,255.00,21.25,79.33,161.62,112.47,37.63,13946.91,Printed
15540102.98,54060,226.21,10.77,64.66,108.28,169.53,2.63,9137.09,Printed
20481411.93,42840,243.05,1.52,62.29,107.61,307.53,0.63,18853.09,Printed
6531530.77,5100,151.27,8.41,66.41,104.39,228.25,7.80,17949.68,Printed
11581316.23,64260,229.07,1.76,65.11,116.66,269.75,7.80,11432.32,Printed
6073166.10,4590,178.50,67.39,60.87,90.77,224.25,6.80,17657.68,Printed
30524946.13,16830,209.23,3.47,46.88,97.54,13.75,11.20,1914.32,Printed
44349096.45,30090,122.21,2.80,32.78,48.24,431.75,150.20,133486.32,Printed
53071580.92,89250,123.19,19.28,26.20,45.11,1113.75,140.20,267540.32,Printed
8083705.32,5100,136.00,0.00,51.76,90.16,224.25,6.80,17657.68,Printed
12152412.47,3060,167.07,19.17,65.40,100.49,224.25,8.80,17769.68,Printed
13215054.73,17850,225.25,12.89,80.22,126.07,102.25,6.80,10337.68,Printed
17862893.95,26520,221.00,11.33,68.30,97.96,82.25,6.80,9137.68,Printed
11467462.63,22950,204.00,3.92,61.08,107.01,124.25,6.80,11657.68,Printed
34866645.94,55590,132.60,63.89,35.05,63.45,239.75,83.20,56982.32,Printed
9857953.17,9690,224.22,7.99,61.24,104.99,112.25,8.80,11273.68,Printed
59668692.59,63750,116.79,28.28,29.09,55.82,617.75,171.20,192706.32,Printed
18200890.12,10710,226.67,36.34,63.70,97.66,124.25,3.80,11189.68,Printed
11550859.53,6630,255.00,27.67,78.94,98.48,150.25,8.80,13477.68,Printed
10311601.41,3570,178.10,5.40,67.57,101.64,208.25,3.80,16481.68,Printed
20437614.39,29580,242.66,7.51,63.15,111.18,107.75,4.80,3038.32,Printed
16211947.25,6630,201.53,10.56,68.40,123.39,188.25,4.80,15313.68,Printed
16026889.31,28560,217.98,6.30,70.09,121.08,189.75,4.80,8122.32,Printed
17741922.28,51000,250.89,0.97,68.99,126.30,419.75,4.80,22382.32,Printed
8116127.04,6630,135.47,28.78,75.43,93.70,222.25,2.80,17305.68,Printed
16998005.12,47430,219.14,9.24,54.40,97.53,45.75,2.80,153.68,Printed
18363351.96,74460,219.69,3.74,55.49,105.57,161.75,1.80,7712.32,Printed
28701126.88,23970,241.22,16.43,38.03,86.95,4.25,7.20,593.68,Printed
28516347.07,32130,214.20,6.73,48.53,96.99,175.75,8.20,13182.32,Printed
25897810.36,40290,214.20,5.76,49.32,97.30,407.75,8.20,30582.32,Printed
5672769.23,6120,129.66,26.17,58.26,74.47,228.25,7.80,17949.68,Printed
9587014.01,36720,202.24,27.66,59.15,104.66,47.75,8.80,1993.68,Printed
7722457.39,35190,202.84,10.54,72.35,135.55,38.25,22.80,10369.68,Printed
10387688.28,32130,224.75,7.12,61.37,121.20,9.75,7.80,3907.68,Printed
14288307.89,15300,246.36,11.10,64.64,118.05,146.25,7.80,13111.68,Printed
11900126.20,37740,229.07,2.98,59.20,113.68,109.75,7.80,1992.32,Printed
18557894.06,29070,224.22,16.44,70.08,125.16,163.75,8.80,4734.32,Printed
14433375.71,8160,197.84,1.83,73.34,126.10,192.25,8.80,15913.68,Printed
18248289.54,37230,229.07,10.74,70.33,127.77,52.25,7.80,7565.68,Printed
16090308.37,36210,216.10,14.01,72.66,122.54,89.75,7.80,812.32,Printed
17004529.22,6120,192.30,9.42,71.50,125.55,222.25,5.80,17479.68,Printed
11499956.54,19890,232.23,11.50,60.70,110.28,4.25,10.80,5561.68,Printed
9715431.70,44370,209.02,23.63,61.66,115.39,7.75,5.80,3449.68,Printed
12165709.75,20910,174.25,10.66,58.99,113.16,146.25,6.80,12977.68,Printed
11570413.98,54060,217.38,19.61,53.57,108.39,107.75,5.80,2650.32,Printed
7911693.08,4080,195.50,20.78,73.35,112.07,226.25,6.80,17777.68,Printed
13299506.85,40800,210.48,5.59,61.57,106.30,245.75,3.80,12120.32,Printed
10617091.00,15810,158.85,37.81,60.58,105.67,158.25,5.80,13575.68,Printed
13423665.48,72420,200.66,12.27,53.06,106.62,135.75,5.80,4358.32,Printed
7830546.82,38760,209.10,16.32,69.60,130.22,19.75,16.80,6017.68,Printed
21416680.62,4590,226.21,8.41,57.15,99.50,176.25,4.80,14569.68,Printed
13928111.78,35700,186.19,1.59,58.40,107.35,203.75,3.80,9474.32,Printed
